Station ID,Date Time,Soil Temp (C),Temp @ 60cm (C),Temp @ 2m (C),Temp @ 10m (C),Relative Humidity (%),Dew Point Temp (C),Rainfall Amount (in),Wind Speed (mph),Wind Direction (deg),Solar Radiation (w/m2)
302,2023-01-01 00:00:00,18.53,18.61,18.47,18.74,97.80,18.12,0.00,2.20,176.90,0.16
302,2023-01-01 00:15:00,18.51,18.19,18.13,18.70,97.70,17.76,0.00,1.46,253.80,0.17
302,2023-01-01 00:30:00,18.49,18.13,18.07,18.86,97.80,17.72,0.00,2.27,296.60,0.18
302,2023-01-01 00:45:00,18.47,18.54,18.41,18.87,98.00,18.09,0.00,2.57,308.90,0.18
302,2023-01-01 01:00:00,18.45,18.89,18.71,18.90,98.00,18.39,0.00,2.87,313.30,0.18
302,2023-01-01 01:15:00,18.43,19.01,18.79,18.92,98.00,18.47,0.01,2.12,323.10,0.20
302,2023-01-01 01:30:00,18.41,18.99,18.76,18.86,97.90,18.42,0.00,1.84,325.90,0.20
302,2023-01-01 01:45:00,18.40,18.94,18.72,18.83,97.90,18.38,0.00,1.64,313.80,0.28
302,2023-01-01 02:00:00,18.38,18.92,18.70,18.82,97.90,18.36,0.00,1.23,331.80,0.28
302,2023-01-01 02:15:00,18.38,18.87,18.66,18.77,97.90,18.32,0.00,0.87,351.10,0.27
302,2023-01-01 02:30:00,18.37,18.83,18.64,18.77,97.90,18.30,0.00,0.69,279.80,0.27
302,2023-01-01 02:45:00,18.36,18.86,18.66,18.77,98.00,18.34,0.00,0.85,177.40,0.28
302,2023-01-01 03:00:00,18.36,18.89,18.65,18.76,98.00,18.33,0.00,1.98,166.50,0.27
302,2023-01-01 03:15:00,18.36,18.86,18.61,18.72,98.00,18.29,0.00,1.97,182.50,0.28
302,2023-01-01 03:30:00,18.36,18.88,18.64,18.74,98.10,18.33,0.00,1.50,165.00,0.27
302,2023-01-01 03:45:00,18.36,18.87,18.62,18.73,98.10,18.31,0.00,1.20,194.40,0.28
302,2023-01-01 04:00:00,18.36,18.86,18.62,18.76,98.10,18.31,0.00,1.19,189.10,0.29
302,2023-01-01 04:15:00,18.36,18.86,18.63,18.77,98.10,18.32,0.00,1.56,208.50,0.28
302,2023-01-01 04:30:00,18.36,18.97,18.77,18.91,98.20,18.48,0.00,1.47,238.40,0.28
302,2023-01-01 04:45:00,18.37,19.15,18.96,19.08,98.20,18.67,0.00,1.61,281.70,0.29
302,2023-01-01 05:00:00,18.37,19.18,18.98,19.12,98.20,18.69,0.00,1.25,298.50,0.30
302,2023-01-01 05:15:00,18.38,19.26,19.04,19.14,98.20,18.75,0.00,1.59,253.00,0.29
302,2023-01-01 05:30:00,18.38,19.26,19.05,19.14,98.20,18.76,0.00,1.35,254.80,0.29
302,2023-01-01 05:45:00,18.38,19.23,19.03,19.12,98.10,18.72,0.00,1.19,274.70,0.29
302,2023-01-01 06:00:00,18.39,19.21,19.00,19.10,98.10,18.69,0.00,0.90,345.10,0.28
302,2023-01-01 06:15:00,18.39,19.19,18.99,19.08,98.20,18.70,0.00,0.48,180.40,0.28
302,2023-01-01 06:30:00,18.40,19.16,18.98,19.06,98.20,18.69,0.00,0.31,198.50,0.28
302,2023-01-01 06:45:00,18.40,19.13,18.94,19.02,98.10,18.63,0.00,0.95,161.10,0.28
302,2023-01-01 07:00:00,18.41,19.08,18.89,19.00,98.10,18.58,0.00,0.86,137.80,0.31
302,2023-01-01 07:15:00,18.41,19.00,18.86,18.98,98.20,18.57,0.00,0.63,333.40,0.84
302,2023-01-01 07:30:00,18.42,18.97,18.82,18.99,98.20,18.53,0.00,1.03,349.30,3.12
302,2023-01-01 07:45:00,18.42,18.92,18.78,19.00,98.20,18.49,0.00,1.13,354.70,16.98
302,2023-01-01 08:00:00,18.43,18.93,18.78,19.04,98.20,18.49,0.00,0.74,18.65,34.61
302,2023-01-01 08:15:00,18.43,19.21,18.96,19.12,98.30,18.69,0.00,1.01,32.48,51.38
302,2023-01-01 08:30:00,18.43,19.56,19.17,19.30,98.40,18.91,0.00,1.15,206.50,78.50
302,2023-01-01 08:45:00,18.44,19.96,19.49,19.64,98.40,19.23,0.00,0.77,337.50,105.10
302,2023-01-01 09:00:00,18.44,20.58,19.81,20.02,98.60,19.58,0.00,0.95,26.24,187.90
302,2023-01-01 09:15:00,18.44,21.39,20.04,20.17,98.30,19.76,0.00,1.76,9.81,231.30
302,2023-01-01 09:30:00,18.45,21.16,20.04,20.24,97.50,19.63,0.00,1.29,335.40,186.30
302,2023-01-01 09:45:00,18.46,21.88,20.42,20.66,96.80,19.89,0.00,1.37,320.10,377.70
302,2023-01-01 10:00:00,18.47,23.16,21.48,21.98,95.20,20.68,0.00,1.00,154.60,432.50
302,2023-01-01 10:15:00,18.49,23.18,21.85,22.08,90.50,20.23,0.00,1.58,33.06,345.50
302,2023-01-01 10:30:00,18.51,23.80,22.63,22.52,85.50,20.08,0.00,1.88,308.00,489.60
302,2023-01-01 10:45:00,18.56,24.31,23.25,23.17,82.30,20.07,0.00,2.00,348.20,424.40
302,2023-01-01 11:00:00,18.61,24.30,23.31,23.45,81.30,19.93,0.00,2.02,307.40,456.10
302,2023-01-01 11:15:00,18.67,24.75,23.72,23.67,79.80,20.03,0.00,2.49,338.70,472.40
302,2023-01-01 11:30:00,18.75,25.00,23.83,23.90,78.40,19.85,0.00,2.61,321.60,508.00
302,2023-01-01 11:45:00,18.83,25.43,24.17,24.29,77.40,19.97,0.00,2.17,329.60,560.30
302,2023-01-01 12:00:00,18.93,25.95,24.55,24.52,75.50,19.94,0.00,2.71,355.10,577.10
302,2023-01-01 12:15:00,19.03,26.54,24.98,25.02,73.90,20.01,0.00,2.37,346.30,596.70
302,2023-01-01 12:30:00,19.13,26.94,25.33,25.29,71.60,19.83,0.00,2.23,27.77,547.30
302,2023-01-01 12:45:00,19.25,26.69,25.21,25.30,70.00,19.35,0.00,2.63,346.70,572.90
302,2023-01-01 13:00:00,19.37,27.72,25.97,26.06,68.42,19.71,0.00,2.13,322.30,459.20
302,2023-01-01 13:15:00,19.49,26.97,25.69,25.70,69.16,19.62,0.00,2.14,354.50,384.90
302,2023-01-01 13:30:00,19.63,26.84,25.56,25.66,70.40,19.78,0.00,2.12,15.99,324.40
302,2023-01-01 13:45:00,19.75,26.88,25.60,25.70,69.57,19.63,0.00,2.52,28.07,323.00
302,2023-01-01 14:00:00,19.88,26.55,25.46,25.44,70.50,19.71,0.00,1.56,324.30,228.60
302,2023-01-01 14:15:00,20.00,26.70,25.58,25.86,69.56,19.61,0.00,1.16,329.60,218.30
302,2023-01-01 14:30:00,20.12,26.77,25.71,25.78,70.30,19.90,0.00,1.77,325.90,239.20
302,2023-01-01 14:45:00,20.23,26.14,25.26,25.35,71.40,19.72,0.00,1.95,9.12,139.70
302,2023-01-01 15:00:00,20.32,25.61,24.93,24.92,73.00,19.76,0.00,2.60,19.40,99.00
302,2023-01-01 15:15:00,20.42,25.50,24.82,24.82,75.10,20.11,0.00,2.00,354.40,95.70
302,2023-01-01 15:30:00,20.50,25.38,24.59,24.75,77.60,20.42,0.00,1.38,311.10,133.50
302,2023-01-01 15:45:00,20.57,25.51,24.77,24.83,75.20,20.09,0.00,1.54,293.90,146.70
302,2023-01-01 16:00:00,20.63,25.44,24.68,24.79,75.50,20.06,0.00,1.47,312.20,116.90
302,2023-01-01 16:15:00,20.68,24.87,24.25,24.48,75.60,19.67,0.00,1.60,312.90,102.90
302,2023-01-01 16:30:00,20.73,24.31,23.79,24.22,78.80,19.89,0.00,1.61,302.10,73.90
302,2023-01-01 16:45:00,20.77,23.71,23.18,24.03,82.90,20.12,0.00,0.84,265.90,55.72
302,2023-01-01 17:00:00,20.81,22.89,22.69,23.89,83.50,19.75,0.00,1.25,192.00,52.22
302,2023-01-01 17:15:00,20.83,22.48,22.60,23.62,84.00,19.76,0.00,0.90,178.10,40.49
302,2023-01-01 17:30:00,20.85,21.66,21.81,23.16,86.40,19.44,0.00,0.71,173.70,17.94
302,2023-01-01 17:45:00,20.87,20.78,21.11,22.29,88.30,19.10,0.00,0.41,356.80,4.03
302,2023-01-01 18:00:00,20.88,20.14,20.39,21.70,90.10,18.71,0.00,1.07,19.02,0.95
302,2023-01-01 18:15:00,20.88,19.62,19.72,21.36,91.80,18.35,0.00,0.88,6.93,0.00
302,2023-01-01 18:30:00,20.87,19.25,19.48,20.96,92.80,18.28,0.00,0.46,353.90,0.00
302,2023-01-01 18:45:00,20.86,19.01,19.36,20.41,93.20,18.23,0.00,0.86,96.20,0.00
302,2023-01-01 19:00:00,20.84,18.85,19.13,20.00,93.40,18.04,0.00,0.21,76.30,0.00
302,2023-01-01 19:15:00,20.81,18.48,18.76,19.69,93.60,17.71,0.00,0.32,31.65,0.00
302,2023-01-01 19:30:00,20.77,18.10,18.38,19.37,93.90,17.38,0.00,0.45,22.83,0.00
302,2023-01-01 19:45:00,20.73,17.86,18.20,19.63,94.20,17.25,0.00,2.38,54.48,0.00
302,2023-01-01 20:00:00,20.69,18.04,18.60,20.53,94.30,17.67,0.00,2.65,56.07,0.00
302,2023-01-01 20:15:00,20.63,19.06,19.64,20.77,92.20,18.34,0.00,3.85,65.46,0.00
302,2023-01-01 20:30:00,20.58,19.51,20.05,20.55,88.20,18.04,0.00,3.11,62.65,0.00
302,2023-01-01 20:45:00,20.52,19.74,20.05,20.37,88.50,18.09,0.00,3.87,68.15,0.00
302,2023-01-01 21:00:00,20.46,18.72,18.98,19.67,90.20,17.34,0.00,3.53,92.70,0.00
302,2023-01-01 21:15:00,20.40,18.55,18.91,19.44,91.50,17.50,0.00,2.70,75.70,0.00
302,2023-01-01 21:30:00,20.34,18.00,18.34,19.08,92.20,17.05,0.00,3.06,107.90,0.00
302,2023-01-01 21:45:00,20.28,17.60,17.82,18.78,93.10,16.69,0.00,3.81,95.30,0.00
302,2023-01-01 22:00:00,20.22,17.78,17.94,18.60,94.10,16.98,0.00,3.60,97.00,0.00
302,2023-01-01 22:15:00,20.15,17.35,17.53,18.42,94.00,16.55,0.00,3.45,103.10,0.00
302,2023-01-01 22:30:00,20.09,16.94,17.19,17.98,94.40,16.28,0.00,2.14,105.60,0.00
302,2023-01-01 22:45:00,20.03,16.81,17.14,17.95,94.60,16.27,0.00,2.22,118.90,0.01
302,2023-01-01 23:00:00,19.97,16.75,16.97,17.71,95.00,16.16,0.00,1.55,130.20,0.15
302,2023-01-01 23:15:00,19.90,16.82,17.08,17.64,95.30,16.32,0.00,1.53,127.50,0.10
302,2023-01-01 23:30:00,19.84,16.51,16.85,17.64,95.30,16.09,0.00,1.38,101.80,0.06
302,2023-01-01 23:45:00,19.77,16.53,16.82,17.72,95.50,16.10,0.00,1.38,148.50,0.05
302,2023-01-02 00:00:00,19.71,15.90,16.32,17.52,95.40,15.58,0.00,1.08,126.90,0.02
302,2023-01-02 00:15:00,19.64,15.79,16.51,17.57,95.90,15.85,0.00,1.43,76.50,0.03
302,2023-01-02 00:30:00,19.58,15.67,16.14,17.73,95.80,15.47,0.00,1.25,70.90,0.03
302,2023-01-02 00:45:00,19.51,15.46,15.87,17.68,96.00,15.23,0.00,1.35,106.80,0.03
302,2023-01-02 01:00:00,19.45,15.45,16.13,17.48,96.40,15.56,0.00,1.36,119.50,0.04
302,2023-01-02 01:15:00,19.38,15.69,16.04,17.12,96.20,15.43,0.00,0.51,138.50,0.04
302,2023-01-02 01:30:00,19.32,15.47,16.01,17.19,96.40,15.44,0.00,0.50,116.70,0.09
302,2023-01-02 01:45:00,19.25,15.14,15.62,17.24,96.30,15.03,0.00,0.51,84.00,0.11
302,2023-01-02 02:00:00,19.19,14.95,15.59,16.92,96.50,15.04,0.00,0.48,192.80,0.11
302,2023-01-02 02:15:00,19.13,14.57,14.97,16.76,96.30,14.39,0.00,0.28,79.20,0.11
302,2023-01-02 02:30:00,19.07,14.35,14.90,16.62,96.70,14.38,0.00,0.23,15.04,0.10
302,2023-01-02 02:45:00,19.01,14.37,14.71,16.65,96.60,14.18,0.00,0.58,1.03,0.11
302,2023-01-02 03:00:00,18.95,14.43,14.82,16.34,96.80,14.32,0.00,0.86,348.40,0.12
302,2023-01-02 03:15:00,18.89,14.19,14.59,16.16,96.70,14.07,0.00,1.40,348.20,0.14
302,2023-01-02 03:30:00,18.83,14.39,14.78,16.10,97.00,14.31,0.00,0.48,353.20,0.14
302,2023-01-02 03:45:00,18.77,14.10,14.40,15.74,96.80,13.90,0.00,0.41,3.34,0.15
302,2023-01-02 04:00:00,18.71,13.76,14.14,15.30,97.00,13.67,0.00,0.24,82.30,0.16
302,2023-01-02 04:15:00,18.65,13.86,14.21,15.24,97.10,13.76,0.00,0.62,79.50,0.16
302,2023-01-02 04:30:00,18.60,13.63,13.89,15.50,96.90,13.41,0.00,0.69,345.80,0.16
302,2023-01-02 04:45:00,18.54,13.42,13.79,15.45,97.20,13.35,0.00,0.66,310.30,0.15
302,2023-01-02 05:00:00,18.49,13.43,13.63,14.85,97.10,13.18,0.00,0.37,346.40,0.17
302,2023-01-02 05:15:00,18.43,13.07,13.38,14.75,97.20,12.95,0.00,0.60,348.60,0.17
302,2023-01-02 05:30:00,18.38,13.15,13.45,14.91,97.30,13.03,0.00,0.80,352.30,0.16
302,2023-01-02 05:45:00,18.32,13.25,13.49,14.53,97.40,13.09,0.00,0.20,323.90,0.17
302,2023-01-02 06:00:00,18.27,13.15,13.40,14.29,97.30,12.98,0.00,0.52,125.20,0.16
302,2023-01-02 06:15:00,18.22,13.02,13.29,14.28,97.30,12.87,0.00,0.75,33.12,0.15
302,2023-01-02 06:30:00,18.17,12.72,12.92,14.50,97.20,12.49,0.00,1.06,358.40,0.13
302,2023-01-02 06:45:00,18.12,12.71,12.96,14.42,97.50,12.57,0.00,0.85,37.41,0.14
302,2023-01-02 07:00:00,18.07,12.66,12.85,14.47,97.50,12.46,0.00,1.20,51.82,0.19
302,2023-01-02 07:15:00,18.02,12.80,12.85,14.07,97.50,12.46,0.00,1.38,116.90,1.21
302,2023-01-02 07:30:00,17.97,12.86,12.91,13.54,97.60,12.54,0.00,0.74,179.80,5.73
302,2023-01-02 07:45:00,17.93,13.00,13.10,13.92,97.70,12.74,0.00,1.14,36.06,25.45
302,2023-01-02 08:00:00,17.88,14.19,13.80,14.99,98.20,13.52,0.00,0.67,45.35,69.61
302,2023-01-02 08:15:00,17.83,15.22,14.68,15.15,98.30,14.41,0.00,1.30,148.60,120.00
302,2023-01-02 08:30:00,17.79,16.27,15.44,15.75,98.10,15.14,0.00,1.54,130.10,165.00
302,2023-01-02 08:45:00,17.75,17.23,16.14,16.69,97.80,15.79,0.00,1.02,140.80,201.90
302,2023-01-02 09:00:00,17.70,18.28,16.99,17.38,97.10,16.53,0.00,1.25,154.80,241.30
302,2023-01-02 09:15:00,17.67,19.43,17.84,18.58,96.70,17.31,0.00,0.75,169.10,277.90
302,2023-01-02 09:30:00,17.64,21.35,19.52,19.83,95.70,18.82,0.00,1.48,118.80,313.70
302,2023-01-02 09:45:00,17.62,21.90,20.75,20.40,86.90,18.49,0.00,3.75,128.50,349.70
302,2023-01-02 10:00:00,17.61,22.39,21.74,21.34,79.50,18.04,0.00,4.25,132.40,390.00
302,2023-01-02 10:15:00,17.61,23.15,22.39,22.13,76.50,18.06,0.00,3.97,117.20,422.20
302,2023-01-02 10:30:00,17.63,23.87,22.92,22.72,74.40,18.13,0.00,4.16,119.50,451.80
302,2023-01-02 10:45:00,17.67,24.56,23.48,23.14,73.60,18.50,0.00,4.73,103.40,480.90
302,2023-01-02 11:00:00,17.72,25.00,23.77,23.47,72.90,18.62,0.00,5.11,109.30,505.80
302,2023-01-02 11:15:00,17.78,25.28,24.05,23.76,72.40,18.78,0.00,5.56,84.80,527.40
302,2023-01-02 11:30:00,17.86,25.50,24.29,23.92,71.40,18.79,0.00,5.88,89.00,545.60
302,2023-01-02 11:45:00,17.95,25.81,24.44,24.13,71.20,18.89,0.00,4.74,90.50,560.30
302,2023-01-02 12:00:00,18.06,26.32,24.91,24.55,69.95,19.06,0.00,4.36,87.60,569.90
302,2023-01-02 12:15:00,18.18,26.78,25.32,24.91,68.40,19.09,0.00,4.32,104.00,577.90
302,2023-01-02 12:30:00,18.31,26.71,25.28,24.94,68.59,19.10,0.00,4.91,95.50,564.40
302,2023-01-02 12:45:00,18.45,26.74,25.38,25.02,67.58,18.95,0.00,5.41,90.70,577.80
302,2023-01-02 13:00:00,18.60,27.33,25.82,25.57,65.74,18.93,0.00,3.95,95.30,579.70
302,2023-01-02 13:15:00,18.75,27.63,26.10,25.82,63.65,18.68,0.00,4.16,107.90,569.50
302,2023-01-02 13:30:00,18.90,27.87,26.35,26.10,61.46,18.36,0.00,4.12,115.30,561.10
302,2023-01-02 13:45:00,19.07,27.69,26.24,25.89,61.83,18.35,0.00,5.21,69.69,542.90
302,2023-01-02 14:00:00,19.23,27.77,26.33,25.98,60.88,18.19,0.00,5.68,77.20,524.80
302,2023-01-02 14:15:00,19.39,27.90,26.52,26.21,59.38,17.97,0.00,4.76,84.70,503.60
302,2023-01-02 14:30:00,19.55,27.86,26.61,26.28,59.28,18.03,0.00,6.69,76.80,479.90
302,2023-01-02 14:45:00,19.71,27.93,26.69,26.31,57.75,17.68,0.00,6.47,82.80,452.70
302,2023-01-02 15:00:00,19.85,27.83,26.70,26.34,57.14,17.53,0.00,6.51,80.00,422.60
302,2023-01-02 15:15:00,19.98,28.17,27.04,26.66,55.36,17.34,0.00,6.96,91.30,389.40
302,2023-01-02 15:30:00,20.11,28.11,27.02,26.66,55.05,17.23,0.00,6.92,90.60,350.90
302,2023-01-02 15:45:00,20.22,27.90,26.95,26.65,54.62,17.05,0.00,6.71,88.20,312.10
302,2023-01-02 16:00:00,20.32,27.81,26.86,26.57,55.61,17.25,0.00,6.34,99.80,271.90
302,2023-01-02 16:15:00,20.41,27.83,26.91,26.66,55.96,17.39,0.00,5.46,141.80,230.00
302,2023-01-02 16:30:00,20.49,27.67,26.80,26.63,56.29,17.38,0.00,4.93,136.50,187.90
302,2023-01-02 16:45:00,20.57,27.32,26.53,26.37,57.67,17.51,0.00,5.66,144.00,146.00
302,2023-01-02 17:00:00,20.64,26.62,26.04,25.94,60.26,17.75,0.00,5.87,124.20,105.50
302,2023-01-02 17:15:00,20.70,26.09,25.63,25.62,62.09,17.84,0.00,5.13,125.50,60.73
302,2023-01-02 17:30:00,20.75,25.10,24.95,25.16,65.07,17.94,0.00,3.86,119.50,13.73
302,2023-01-02 17:45:00,20.79,24.09,24.09,24.24,69.16,18.09,0.00,5.33,109.40,5.55
302,2023-01-02 18:00:00,20.83,23.16,23.29,23.61,72.10,17.99,0.00,4.57,99.20,1.10
302,2023-01-02 18:15:00,20.85,22.45,22.69,22.92,74.70,17.97,0.00,3.22,76.70,0.01
302,2023-01-02 18:30:00,20.86,22.02,22.21,22.43,76.40,17.87,0.00,4.12,80.90,0.00
302,2023-01-02 18:45:00,20.87,21.63,21.85,22.04,78.20,17.89,0.00,3.61,78.80,0.00
302,2023-01-02 19:00:00,20.87,20.93,21.10,21.52,80.80,17.68,0.00,4.25,86.50,0.00
302,2023-01-02 19:15:00,20.86,20.36,20.54,21.09,83.10,17.57,0.00,4.52,86.30,0.00
302,2023-01-02 19:30:00,20.85,20.19,20.36,20.87,84.10,17.59,0.00,4.72,88.90,0.00
302,2023-01-02 19:45:00,20.82,20.04,20.21,20.60,85.10,17.63,0.00,3.98,83.10,0.00
302,2023-01-02 20:00:00,20.80,19.95,20.04,20.30,86.30,17.68,0.00,4.72,81.50,0.00
302,2023-01-02 20:15:00,20.76,19.79,19.80,20.03,87.80,17.72,0.00,4.62,84.40,0.00
302,2023-01-02 20:30:00,20.73,19.60,19.56,19.83,89.70,17.82,0.00,5.55,86.90,0.00
302,2023-01-02 20:45:00,20.68,19.34,19.30,19.62,91.00,17.79,0.00,5.12,86.00,0.00
302,2023-01-02 21:00:00,20.64,19.19,19.17,19.46,91.90,17.82,0.00,4.94,84.00,0.00
302,2023-01-02 21:15:00,20.59,19.13,19.07,19.34,92.70,17.86,0.00,5.31,85.40,0.00
302,2023-01-02 21:30:00,20.55,18.94,18.91,19.22,93.30,17.80,0.00,4.83,88.60,0.00
302,2023-01-02 21:45:00,20.50,18.67,18.66,19.04,93.80,17.64,0.00,3.80,95.00,0.00
302,2023-01-02 22:00:00,20.45,18.41,18.56,18.94,94.20,17.61,0.00,2.68,120.40,0.00
302,2023-01-02 22:15:00,20.41,18.09,18.21,18.76,94.30,17.28,0.00,3.19,101.90,0.00
302,2023-01-02 22:30:00,20.36,17.85,18.12,18.58,94.70,17.26,0.00,1.58,81.70,0.00
302,2023-01-02 22:45:00,20.31,17.44,17.85,18.56,94.90,17.02,0.00,2.87,74.20,0.03
302,2023-01-02 23:00:00,20.26,18.35,18.37,18.67,95.30,17.60,0.00,2.65,69.76,0.05
302,2023-01-02 23:15:00,20.21,17.80,18.02,18.50,95.00,17.21,0.00,2.60,68.09,0.04
302,2023-01-02 23:30:00,20.16,18.24,18.25,18.53,95.60,17.54,0.00,4.03,70.30,0.03
302,2023-01-02 23:45:00,20.10,18.17,18.15,18.46,95.40,17.40,0.00,4.36,80.80,0.04
302,2023-01-03 00:00:00,20.05,17.83,17.84,18.26,95.60,17.13,0.00,3.97,91.70,0.05
302,2023-01-03 00:15:00,19.99,17.71,17.71,18.12,95.90,17.05,0.00,3.81,92.60,0.07
302,2023-01-03 00:30:00,19.94,17.73,17.68,17.97,96.10,17.05,0.00,3.17,105.40,0.06
302,2023-01-03 00:45:00,19.88,17.48,17.45,17.76,96.10,16.82,0.00,2.27,124.90,0.08
302,2023-01-03 01:00:00,19.84,17.14,17.10,17.47,96.30,16.51,0.00,2.42,122.90,0.08
302,2023-01-03 01:15:00,19.78,16.89,16.86,17.28,96.40,16.28,0.00,2.49,105.00,0.08
302,2023-01-03 01:30:00,19.73,16.74,16.73,17.38,96.70,16.20,0.00,4.09,94.90,0.07
302,2023-01-03 01:45:00,19.69,16.74,16.79,17.44,96.80,16.28,0.00,2.37,106.90,0.07
302,2023-01-03 02:00:00,19.64,16.74,16.96,17.41,96.90,16.46,0.00,2.06,101.80,0.07
302,2023-01-03 02:15:00,19.59,16.54,16.84,17.49,96.80,16.33,0.00,1.70,117.90,0.04
302,2023-01-03 02:30:00,19.54,15.90,16.54,17.48,96.80,16.03,0.00,2.27,93.50,0.07
302,2023-01-03 02:45:00,19.49,16.09,16.58,17.49,97.00,16.10,0.00,2.87,112.60,0.09
302,2023-01-03 03:00:00,19.44,16.50,16.75,17.45,97.10,16.29,0.00,3.00,114.20,0.16
302,2023-01-03 03:15:00,19.39,16.48,16.81,17.40,97.20,16.36,0.00,2.83,119.00,0.17
302,2023-01-03 03:30:00,19.34,16.44,16.68,17.38,97.10,16.22,0.00,3.35,114.00,0.19
302,2023-01-03 03:45:00,19.28,16.27,16.56,17.34,97.20,16.11,0.00,3.71,114.10,0.19
302,2023-01-03 04:00:00,19.23,16.47,16.60,17.27,97.30,16.17,0.00,3.19,116.90,0.19
302,2023-01-03 04:15:00,19.18,16.18,16.43,17.13,97.20,15.98,0.00,1.88,125.70,0.19
302,2023-01-03 04:30:00,19.13,15.87,16.20,16.93,97.20,15.76,0.00,1.51,106.80,0.18
302,2023-01-03 04:45:00,19.08,15.51,15.83,16.93,97.10,15.37,0.00,2.29,87.70,0.18
302,2023-01-03 05:00:00,19.03,15.72,15.86,16.81,97.40,15.45,0.00,1.95,105.40,0.16
302,2023-01-03 05:15:00,18.98,15.60,15.86,16.78,97.40,15.45,0.00,1.04,116.90,0.13
